"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/19/2020","AQS","360610115","3","8.1","ug/m3 LC","34","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"02/20/2020","AQS","360610115","3","6.6","ug/m3 LC","28","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"02/21/2020","AQS","360610115","3","5.8","ug/m3 LC","24","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"02/22/2020","AQS","360610115","3","9.3","ug/m3 LC","39","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"02/23/2020","AQS","360610115","3","10.6","ug/m3 LC","44","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"02/24/2020","AQS","360610115","3","15.6","ug/m3 LC","58","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"02/25/2020","AQS","360610115","3","10.7","ug/m3 LC","45","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"02/26/2020","AQS","360610115","3","4.9","ug/m3 LC","20","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"02/27/2020","AQS","360610115","3","4.8","ug/m3 LC","20","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"02/28/2020","AQS","360610115","3","7.1","ug/m3 LC","30","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"02/29/2020","AQS","360610115","3","7.3","ug/m3 LC","30","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/01/2020","AQS","360610115","3","7.2","ug/m3 LC","30","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/02/2020","AQS","360610115","3","13.5","ug/m3 LC","54","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/03/2020","AQS","360610115","3","11.7","ug/m3 LC","49","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/04/2020","AQS","360610115","3","6.2","ug/m3 LC","26","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/05/2020","AQS","360610115","3","6.5","ug/m3 LC","27","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/06/2020","AQS","360610115","3","5.6","ug/m3 LC","23","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/07/2020","AQS","360610115","3","5.2","ug/m3 LC","22","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/08/2020","AQS","360610115","3","6.4","ug/m3 LC","27","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/09/2020","AQS","360610115","3","11.5","ug/m3 LC","48","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/10/2020","AQS","360610115","3","11.5","ug/m3 LC","48","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/11/2020","AQS","360610115","3","5.7","ug/m3 LC","24","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/12/2020","AQS","360610115","3","5.9","ug/m3 LC","25","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/13/2020","AQS","360610115","3","5.5","ug/m3 LC","23","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/14/2020","AQS","360610115","3","5.2","ug/m3 LC","22","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/15/2020","AQS","360610115","3","4.4","ug/m3 LC","18","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/16/2020","AQS","360610115","3","4.4","ug/m3 LC","18","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/17/2020","AQS","360610115","3","6.5","ug/m3 LC","27","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/18/2020","AQS","360610115","3","6.3","ug/m3 LC","26","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/19/2020","AQS","360610115","3","4.3","ug/m3 LC","18","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/20/2020","AQS","360610115","3","9.5","ug/m3 LC","40","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/21/2020","AQS","360610115","3","4.5","ug/m3 LC","19","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/22/2020","AQS","360610115","3","5.8","ug/m3 LC","24","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/23/2020","AQS","360610115","3","2.1","ug/m3 LC","9","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/24/2020","AQS","360610115","3","4.2","ug/m3 LC","18","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/25/2020","AQS","360610115","3","5.4","ug/m3 LC","23","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/26/2020","AQS","360610115","3","6.7","ug/m3 LC","28","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/27/2020","AQS","360610115","3","6.2","ug/m3 LC","26","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/28/2020","AQS","360610115","3","5","ug/m3 LC","21","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/29/2020","AQS","360610115","3","1.7","ug/m3 LC","7","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/30/2020","AQS","360610115","3","5.2","ug/m3 LC","22","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"03/31/2020","AQS","360610115","3","2.2","ug/m3 LC","9","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/01/2020","AQS","360610115","3","4","ug/m3 LC","17","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/02/2020","AQS","360610115","3","3","ug/m3 LC","13","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/03/2020","AQS","360610115","3","2.3","ug/m3 LC","10","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/04/2020","AQS","360610115","3","2.9","ug/m3 LC","12","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/05/2020","AQS","360610115","3","9.4","ug/m3 LC","39","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/06/2020","AQS","360610115","3","3.6","ug/m3 LC","15","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/07/2020","AQS","360610115","3","5.3","ug/m3 LC","22","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/08/2020","AQS","360610115","3","8.3","ug/m3 LC","35","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/09/2020","AQS","360610115","3","4.2","ug/m3 LC","18","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/10/2020","AQS","360610115","3","4.1","ug/m3 LC","17","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/11/2020","AQS","360610115","3","4.6","ug/m3 LC","19","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/12/2020","AQS","360610115","3","8.1","ug/m3 LC","34","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/13/2020","AQS","360610115","3","5","ug/m3 LC","21","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/14/2020","AQS","360610115","3","5.3","ug/m3 LC","22","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/15/2020","AQS","360610115","3","4.7","ug/m3 LC","20","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/16/2020","AQS","360610115","3","5.5","ug/m3 LC","23","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/17/2020","AQS","360610115","3","5.9","ug/m3 LC","25","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/18/2020","AQS","360610115","3","3.5","ug/m3 LC","15","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
"04/19/2020","AQS","360610115","3","7.4","ug/m3 LC","31","Intermediate School 143","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.8495500009336","-73.935649"
