date,distance,count,time,speed,WD,year
2020-03-09,239392.25000000192,141394,24542.200277777705,0.17090193691255942,True,2020
2020-03-10,253466.85000000222,150647,27446.677222222614,0.1628745248116264,True,2020
2020-03-11,251882.7400000001,149040,26664.605277778417,0.1652516109606248,True,2020
2020-03-12,231077.32000000082,137687,24439.18916666673,0.16515239608836135,True,2020
2020-03-13,180565.00999999754,108050,17483.907222222082,0.17835539427308875,True,2020
2020-03-14,122598.27999999913,71942,9682.170833333377,0.21456465042051884,False,2020
2020-03-15,77642.14999999918,45032,5618.103333333292,0.23390426257172117,False,2020
2020-03-16,84040.0899999995,49479,6982.033611111127,0.20553901874081498,True,2020
2020-03-17,60592.17000000022,35511,4843.378611111173,0.21176243995124563,True,2020
2020-03-18,48554.979999999996,28224,3725.9488888888786,0.22064017684982534,True,2020
2020-03-19,39746.66000000012,23404,2974.5161111111133,0.22576763551284088,True,2020
2020-03-20,36720.47999999993,21427,2690.3266666666827,0.231208141830411,True,2020
2020-03-21,20570.7500000001,12270,1425.080833333335,0.2458536743689777,False,2020
2020-03-22,12944.930000000044,7621,854.6672222222205,0.256754568536156,False,2020
2020-03-23,17161.09000000004,10470,1216.4563888888842,0.23891989112671402,True,2020
2020-03-24,15238.050000000005,9036,1050.0138888888887,0.24581589924164832,True,2020
2020-03-25,14516.590000000006,8481,994.9597222222234,0.24696798422738098,True,2020
2020-03-26,14082.700000000063,8216,970.9769444444476,0.24533489953227774,True,2020
2020-03-27,15650.48,8991,1073.271111111111,0.24710164683085908,True,2020
2020-03-28,9519.500000000002,5861,653.1505555555566,0.24818809456862895,False,2020
2020-03-29,7077.769999999997,4149,464.42166666666697,0.2568412497080328,False,2020
2020-03-30,12466.59999999998,7182,833.5377777777773,0.2544501004094418,True,2020
2020-03-31,12055.26000000002,7010,810.4527777777807,0.25268881400716786,True,2020
2020-04-01,12151.199999999968,7051,821.6013888888889,0.25111613154105444,True,2020
2020-04-02,11184.100000000015,6566,759.3788888888888,0.24948519529469473,True,2020
2020-04-03,12990.350000000015,7678,889.97361111111,0.2471689460828525,True,2020
2020-04-04,7807.760000000003,4679,531.556666666666,0.2507547101484108,False,2020
2020-04-05,6268.530000000008,3623,409.19555555555627,0.2614016985976658,False,2020
2020-04-06,10522.08999999999,6150,714.2022222222224,0.2510808344945536,True,2020
2020-04-07,9985.33999999996,5843,668.4830555555553,0.2530026317136557,True,2020
2020-04-08,10227.060000000009,5976,688.4927777777772,0.2523137875093127,True,2020
2020-04-09,9836.179999999966,5828,666.0502777777789,0.251983834011338,True,2020
2020-04-10,10726.079999999994,6431,725.20972222222,0.2517301398638335,True,2020
2020-04-11,7845.749999999973,4606,529.199999999999,0.25381874224004797,False,2020
2020-04-12,5516.01,3172,356.9516666666676,0.26354229926077694,False,2020
2020-04-13,9247.1,5505,632.3999999999997,0.2479699378497391,True,2020
2020-04-14,10523.290000000032,6167,719.451944444447,0.24905582492375672,True,2020
2020-04-15,10736.700000000024,6144,723.0877777777783,0.25187897649713453,True,2020
2020-04-16,10858.589999999938,6325,732.9822222222246,0.25068054415240515,True,2020
2020-04-17,12315.899999999996,7117,838.7991666666683,0.25000808008124153,True,2020
2020-04-18,7141.850000000003,4308,485.58027777777687,0.2511971576480428,False,2020
2020-04-19,6657.300000000007,3745,437.0311111111108,0.2597861181992427,False,2020
2020-04-20,10346.490000000033,6038,700.7555555555574,0.25062530517311166,True,2020
2020-04-21,10107.679999999951,5876,689.7863888888878,0.24803845428055465,True,2020
2020-04-22,11274.460000000012,6472,773.7900000000003,0.2469437963251987,True,2020
2020-04-23,11291.710000000036,6528,777.9002777777768,0.2453569779081421,True,2020
2020-04-24,11925.290000000005,6950,829.8291666666676,0.24362934990696872,True,2020
2020-04-25,9150.330000000002,5257,625.4522222222238,0.24794096672089783,False,2020
2020-04-26,5992.519999999986,3490,402.5522222222226,0.25256833779141497,False,2020
2020-04-27,10908.850000000015,6273,749.1455555555534,0.24801982377421622,True,2020
2020-04-28,11297.29000000001,6550,793.5499999999973,0.2409783108788368,True,2020
2020-04-29,11758.290000000043,6729,817.8430555555559,0.24289188815953172,True,2020
2020-04-30,11592.630000000003,6744,818.9158333333305,0.23855642378223507,True,2020
